编号,头像,生命成长,无用,名字,外号,性别,等级,经验,生命,生命最大值,内伤,中毒,体力,物品修炼点数,武器,防具,动作帧数1,动作帧数2,动作帧数3,动作帧数4,动作帧数5,动作帧数6,动作帧数7,动作帧数8,动作帧数9,动作帧数10,动作帧数11,动作帧数12,动作帧数13,动作帧数14,动作帧数15,内力性质,内力,内力最大值,攻击力,轻功,防御力,医疗,用毒,解毒,抗毒,拳掌,御剑,耍刀,特殊,暗器,武学常识,品德,攻击带毒,左右互搏,声望,资质,修炼物品,修炼点数,所会武功1,所会武功2,所会武功3,所会武功4,所会武功5,所会武功6,所会武功7,所会武功8,所会武功9,所会武功10,武功等级1,武功等级2,武功等级3,武功等级4,武功等级5,武功等级6,武功等级7,武功等级8,武功等级9,武功等级10,携带物品1,携带物品2,携带物品3,携带物品4,携带物品数量1,携带物品数量2,携带物品数量3,携带物品数量4
442,208,0,1,官兵,鐵掌幫眾,0,9,0,459,459,0,0,90,0,-1,-1,0,0,0,10,0,0,0,0,7,0,0,0,0,1,0,1,800,800,85,60,70,0,0,0,0,10,10,45,10,10,10,50,0,0,0,60,-1,0,59,0,0,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
443,208,0,1,官兵,鐵掌幫眾,0,9,0,459,459,0,0,90,0,-1,-1,0,0,0,10,0,0,0,0,7,0,0,0,0,1,0,1,800,800,85,60,70,0,0,0,0,10,10,45,10,10,10,50,0,0,0,60,-1,0,59,0,0,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
444,208,0,1,官兵,鐵掌幫眾,0,9,0,459,459,0,0,90,0,-1,-1,0,0,0,10,0,0,0,0,7,0,0,0,0,1,0,1,800,800,85,60,70,0,0,0,0,10,10,45,10,10,10,50,0,0,0,60,-1,0,59,0,0,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
445,208,0,1,官兵,鐵掌幫眾,0,9,0,400,400,0,0,90,0,-1,-1,0,0,0,10,0,0,0,0,7,0,0,0,0,1,0,1,800,800,65,48,45,0,0,0,0,10,10,35,10,10,10,50,0,0,0,60,-1,0,51,0,0,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
446,208,0,1,官兵,鐵掌幫眾,0,9,0,400,400,0,0,90,0,-1,-1,0,0,0,10,0,0,0,0,7,0,0,0,0,1,0,1,800,800,65,46,45,0,0,0,0,10,10,35,10,10,10,50,0,0,0,60,-1,0,51,0,0,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
447,208,0,1,大內高手,鐵掌幫眾,0,9,0,459,459,0,0,90,0,-1,-1,0,0,0,10,0,0,0,0,7,0,0,0,0,1,0,1,1200,1200,105,60,70,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,63,0,0,0,0,0,0,0,0,0,700,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
448,208,0,1,大內高手,鐵掌幫眾,0,9,0,459,459,0,0,90,0,-1,-1,0,0,0,10,0,0,0,0,7,0,0,0,0,1,0,1,1200,1200,105,60,70,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,63,0,0,0,0,0,0,0,0,0,700,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
449,208,0,1,大內高手,鐵掌幫眾,0,9,0,459,459,0,0,90,0,-1,-1,0,0,0,10,0,0,0,0,7,0,0,0,0,1,0,1,1200,1200,115,60,80,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,63,0,0,0,0,0,0,0,0,0,700,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
450,208,0,1,大內高手,鐵掌幫眾,0,9,0,459,459,0,0,90,0,-1,-1,0,0,0,10,0,0,0,0,7,0,0,0,0,1,0,1,1200,1200,115,60,80,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,63,0,0,0,0,0,0,0,0,0,700,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
451,191,0,1,高三娘,峨嵋弟子,0,3,0,533,533,0,0,90,0,-1,-1,0,0,9,0,0,0,0,5,0,0,0,0,5,0,0,1,800,800,95,80,60,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,30,0,0,0,0,0,0,0,0,0,700,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
452,203,0,1,范一飛,神龍教徒,0,3,0,533,533,0,0,90,0,-1,-1,0,0,0,0,8,0,0,0,0,5,0,0,0,0,5,1,800,800,115,60,60,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,71,0,0,0,0,0,0,0,0,0,700,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
453,195,0,1,呂正平,華山弟子,0,3,0,633,633,0,0,90,0,-1,-1,0,0,12,0,0,0,0,5,0,0,0,0,5,0,0,1,800,800,105,60,70,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,32,0,0,0,0,0,0,0,0,0,700,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
454,192,0,1,風良,昆侖弟子,0,3,0,633,633,0,0,90,0,-1,-1,0,0,11,0,0,0,0,5,0,0,0,0,5,0,0,1,800,800,105,80,70,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,32,0,0,0,0,0,0,0,0,0,700,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
455,199,0,1,丁氏門人,泰山弟子,0,4,0,400,400,0,0,90,0,-1,-1,0,0,8,0,0,0,0,6,0,0,0,0,1,0,0,1,830,830,63,50,25,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,35,0,0,0,0,0,0,0,0,0,700,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
456,199,0,1,丁氏門人,泰山弟子,0,4,0,400,400,0,0,90,0,-1,-1,0,0,8,0,0,0,0,6,0,0,0,0,1,0,0,1,830,830,63,50,25,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,35,0,0,0,0,0,0,0,0,0,700,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
457,199,0,1,丁氏門人,泰山弟子,0,4,0,400,400,0,0,90,0,-1,-1,0,0,8,0,0,0,0,6,0,0,0,0,1,0,0,1,830,830,63,50,25,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,35,0,0,0,0,0,0,0,0,0,700,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
458,207,0,1,解風,丐幫弟子,0,12,0,850,850,0,0,90,0,-1,-1,0,9,0,0,9,0,6,0,0,6,0,4,0,0,4,1,3000,3000,135,100,100,0,20,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,26,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,4,1,-1,-1,3,3,0,0
459,207,0,1,史火龍,丐幫弟子,0,12,0,862,862,0,0,90,0,-1,-1,0,9,0,0,0,0,5,0,0,0,0,5,0,0,0,1,1900,1900,135,110,100,0,20,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,26,0,0,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,1,4,-1,-1,2,2,0,0
460,208,0,1,王氏門人,鐵掌幫眾,0,9,0,459,459,0,0,90,0,-1,-1,0,0,0,10,0,0,0,0,7,0,0,0,0,1,0,1,1200,1200,85,60,50,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,59,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
461,210,0,1,少林木人,少林弟子,0,9,0,550,550,0,0,90,0,-1,-1,0,11,0,0,0,0,5,0,0,0,0,5,0,0,0,1,1200,1200,105,70,70,0,0,0,0,55,10,10,10,10,10,50,0,0,0,60,-1,0,13,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
462,210,0,1,少林木人,少林弟子,0,9,0,550,550,0,0,90,0,-1,-1,0,11,0,0,0,0,5,0,0,0,0,5,0,0,0,1,1200,1200,105,70,70,0,0,0,0,55,10,10,10,10,10,50,0,0,0,60,-1,0,13,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
463,210,0,1,少林木人,少林弟子,0,9,0,550,550,0,0,90,0,-1,-1,0,11,0,0,0,0,5,0,0,0,0,5,0,0,0,1,1200,1200,105,70,70,0,0,0,0,55,10,10,10,10,10,50,0,0,0,60,-1,0,13,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
464,210,0,1,少林木人,少林弟子,0,9,0,550,550,0,0,90,0,-1,-1,0,11,0,0,0,0,0,0,0,13,0,0,0,0,5,1,1200,1200,105,70,70,0,0,0,0,55,10,10,10,10,10,50,0,0,0,60,-1,0,13,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
465,210,0,1,少林木人,少林弟子,0,9,0,550,550,0,0,90,0,-1,-1,0,11,0,0,0,0,5,0,0,0,0,5,0,0,0,1,1200,1200,105,70,70,0,0,0,0,55,10,10,10,10,10,50,0,0,0,60,-1,0,13,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
466,210,0,1,少林木人,少林弟子,0,9,0,550,550,0,0,90,0,-1,-1,0,11,0,0,0,0,5,0,0,0,0,5,0,0,0,1,1200,1200,105,70,70,0,0,0,0,55,10,10,10,10,10,50,0,0,0,60,-1,0,13,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
467,210,0,1,少林木人,少林弟子,0,9,0,550,550,0,0,90,0,-1,-1,0,11,0,0,0,0,5,0,0,0,0,5,0,0,0,1,1200,1200,105,70,70,0,0,0,0,55,10,10,10,10,10,50,0,0,0,60,-1,0,13,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
468,210,0,1,少林木人,少林弟子,0,9,0,550,550,0,0,90,0,-1,-1,0,11,0,0,0,0,5,0,0,0,0,5,0,0,0,1,1200,1200,105,70,70,0,0,0,0,55,10,10,10,10,10,50,0,0,0,60,-1,0,13,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
469,210,0,1,少林木人,少林弟子,0,9,0,633,633,0,0,90,0,-1,-1,0,11,0,0,0,0,11,0,0,0,0,5,0,0,0,1,1200,1200,105,70,70,0,0,0,0,55,10,10,10,10,10,50,0,0,0,60,-1,0,13,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
470,210,0,1,少林木人,少林弟子,0,9,0,633,633,0,0,90,0,-1,-1,0,11,0,0,0,0,5,0,0,0,0,5,0,0,0,1,1200,1200,105,70,70,0,0,0,0,55,10,10,10,10,10,50,0,0,0,60,-1,0,13,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
471,210,0,1,少林木人,少林弟子,0,9,0,633,633,0,0,90,0,-1,-1,0,11,0,0,0,0,5,0,0,0,0,5,0,0,0,1,1200,1200,105,70,70,0,0,0,0,55,10,10,10,10,10,50,0,0,0,60,-1,0,13,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
472,210,0,1,少林木人,少林弟子,0,9,0,550,550,0,0,90,0,-1,-1,0,11,0,0,0,0,5,0,0,0,0,5,0,0,0,1,1200,1200,105,70,70,0,0,0,0,55,10,10,10,10,10,50,0,0,0,60,-1,0,13,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
473,210,0,1,少林木人,少林弟子,0,9,0,550,550,0,0,90,0,-1,-1,0,11,0,0,0,0,5,0,0,0,0,5,0,0,0,1,1200,1200,105,70,70,0,0,0,0,55,10,10,10,10,10,50,0,0,0,60,-1,0,13,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
474,210,0,1,少林木人,少林弟子,0,9,0,550,550,0,0,90,0,-1,-1,0,11,0,0,0,0,5,0,0,0,0,5,0,0,0,1,1200,1200,105,60,70,0,0,0,0,55,10,10,10,10,10,50,0,0,0,60,-1,0,13,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
475,210,0,1,少林木人,少林弟子,0,9,0,550,550,0,0,90,0,-1,-1,0,11,0,0,0,0,5,0,0,0,0,5,0,0,0,1,1200,1200,105,60,70,0,0,0,0,55,10,10,10,10,10,50,0,0,0,60,-1,0,13,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
476,210,0,1,少林木人,少林弟子,0,9,0,550,550,0,0,90,0,-1,-1,0,11,0,0,0,0,5,0,0,0,0,5,0,0,0,1,1200,1200,95,60,70,0,0,0,0,55,10,10,10,10,10,50,0,0,0,60,-1,0,13,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
477,210,0,1,少林木人,少林弟子,0,9,0,633,633,0,0,90,0,-1,-1,0,11,0,0,0,0,5,0,0,0,0,5,0,0,0,1,1200,1200,105,60,70,0,0,0,0,55,10,10,10,10,10,50,0,0,0,60,-1,0,13,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
478,210,0,1,少林木人,少林弟子,0,9,0,633,633,0,0,90,0,-1,-1,0,11,0,0,0,0,5,0,0,0,0,5,0,0,0,1,1200,1200,105,60,70,0,0,0,0,55,10,10,10,10,10,50,0,0,0,60,-1,0,13,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
479,210,0,1,少林銅人,少林弟子,0,13,0,750,750,0,0,90,0,-1,-1,0,11,0,0,0,0,5,0,0,0,0,5,0,0,0,1,2200,2200,135,60,200,0,0,0,100,80,10,10,10,10,10,50,0,0,0,60,-1,0,22,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
480,210,0,1,少林銅人,少林弟子,0,13,0,750,750,0,0,90,0,-1,-1,0,11,0,0,0,0,5,0,0,0,0,5,0,0,0,1,2200,2200,135,60,200,0,0,0,100,80,10,10,10,10,10,50,0,0,0,60,-1,0,22,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
481,210,0,1,少林銅人,少林弟子,0,13,0,750,750,0,0,90,0,-1,-1,0,11,0,0,0,0,5,0,0,0,0,5,0,0,0,1,2200,2200,135,60,200,0,0,0,100,80,10,10,10,10,10,50,0,0,0,60,-1,0,22,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
482,210,0,1,少林銅人,少林弟子,0,13,0,750,750,0,0,90,0,-1,-1,0,11,0,0,0,0,5,0,0,0,0,5,0,0,0,1,2200,2200,135,60,200,0,0,0,100,80,10,10,10,10,10,50,0,0,0,60,-1,0,22,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
483,210,0,1,少林銅人,少林弟子,0,13,0,750,750,0,0,90,0,-1,-1,0,11,0,0,0,0,5,0,0,0,0,5,0,0,0,1,2200,2200,135,60,200,0,0,0,100,80,10,10,10,10,10,50,0,0,0,60,-1,0,22,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
484,210,0,1,少林銅人,少林弟子,0,13,0,750,750,0,0,90,0,-1,-1,0,11,0,0,0,0,5,0,0,0,0,5,0,0,0,1,2200,2200,135,60,200,0,0,0,100,80,10,10,10,10,10,50,0,0,0,60,-1,0,22,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
485,210,0,1,少林銅人,少林弟子,0,13,0,750,750,0,0,90,0,-1,-1,0,11,0,0,0,0,5,0,0,0,0,5,0,0,0,1,2200,2200,135,60,200,0,0,0,100,80,10,10,10,10,10,50,0,0,0,60,-1,0,22,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
486,210,0,1,少林銅人,少林弟子,0,13,0,750,750,0,0,90,0,-1,-1,0,11,0,0,0,0,5,0,0,0,0,5,0,0,0,1,2200,2200,135,60,200,0,0,0,100,80,10,10,10,10,10,50,0,0,0,60,-1,0,22,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
487,210,0,1,少林銅人,少林弟子,0,13,0,750,750,0,0,90,0,-1,-1,0,11,0,0,0,0,5,0,0,0,0,5,0,0,0,1,2200,2200,135,60,200,0,0,0,100,80,10,10,10,10,10,50,0,0,0,60,-1,0,22,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
488,210,0,1,少林銅人,少林弟子,0,13,0,750,750,0,0,90,0,-1,-1,0,11,0,0,0,0,5,0,0,0,0,5,0,0,0,1,2200,2200,135,60,200,0,0,0,100,80,10,10,10,10,10,50,0,0,0,60,-1,0,22,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
489,210,0,1,少林銅人,少林弟子,0,13,0,750,750,0,0,90,0,-1,-1,0,11,0,0,0,0,11,0,0,0,0,5,0,0,0,1,2200,2200,135,60,200,0,0,0,100,80,10,10,10,10,10,50,0,0,0,60,-1,0,22,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
490,210,0,1,少林銅人,少林弟子,0,13,0,750,750,0,0,90,0,-1,-1,0,11,0,0,0,0,5,0,0,0,0,11,0,0,0,1,2200,2200,135,60,200,0,0,0,100,80,10,10,10,10,10,50,0,0,0,60,-1,0,22,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
491,210,0,1,少林銅人,少林弟子,0,13,0,750,750,0,0,90,0,-1,-1,0,11,0,0,0,0,5,0,0,0,0,5,0,0,0,1,2200,2200,135,60,200,0,0,0,100,80,10,10,10,10,10,50,0,0,0,60,-1,0,22,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
492,210,0,1,少林銅人,少林弟子,0,13,0,750,750,0,0,90,0,-1,-1,0,11,0,0,0,0,5,0,0,0,0,5,0,0,0,1,2200,2200,135,60,200,0,0,0,100,80,10,10,10,10,10,50,0,0,0,60,-1,0,22,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
493,210,0,1,少林銅人,少林弟子,0,13,0,750,750,0,0,90,0,-1,-1,0,11,0,0,0,0,5,0,0,0,0,5,0,0,0,1,2200,2200,135,60,200,0,0,0,100,80,10,10,10,10,10,50,0,0,0,60,-1,0,22,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
494,210,0,1,少林銅人,少林弟子,0,13,0,750,750,0,0,90,0,-1,-1,0,11,0,0,0,0,5,0,0,0,0,5,0,0,0,1,2200,2200,135,60,200,0,0,0,100,80,10,10,10,10,10,50,0,0,0,60,-1,0,22,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
495,210,0,1,少林銅人,少林弟子,0,13,0,750,750,0,0,90,0,-1,-1,0,11,0,0,0,0,5,0,0,0,0,5,0,0,0,1,2200,2200,135,60,200,0,0,0,100,80,10,10,10,10,10,50,0,0,0,60,-1,0,22,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
496,210,0,1,少林銅人,少林弟子,0,13,0,750,750,0,0,90,0,-1,-1,0,11,0,0,0,0,5,0,0,0,0,5,0,0,0,1,2200,2200,135,60,200,0,0,0,100,80,10,10,10,10,10,50,0,0,0,60,-1,0,22,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
497,93,0,1,伊賀道順,日本忍者,0,12,0,650,650,0,0,90,0,-1,-1,0,10,0,0,0,0,10,0,0,0,0,3,0,0,0,1,1400,1400,115,140,70,0,0,0,0,55,10,10,10,100,10,50,0,0,0,60,-1,0,11,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,35,-1,-1,-1,20,0,0,0
498,93,0,1,石川衛門,日本忍者,0,12,0,650,650,0,0,90,0,-1,-1,0,10,0,0,0,0,10,0,0,0,0,3,0,0,0,1,1400,1400,115,140,70,0,0,0,0,55,10,10,10,100,10,50,0,0,0,60,-1,0,11,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,35,-1,-1,-1,20,0,0,0
499,93,0,1,鵜飼孫六,日本忍者,0,12,0,650,650,0,0,90,0,-1,-1,0,10,0,0,0,0,10,0,0,0,0,3,0,0,0,1,1400,1400,115,140,70,0,0,0,0,55,10,10,10,100,10,50,0,0,0,60,-1,0,11,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,35,-1,-1,-1,20,0,0,0
500,93,0,1,出浦盛清,日本忍者,0,12,0,650,650,0,0,90,0,-1,-1,0,10,0,0,0,0,10,0,0,0,0,3,0,0,0,1,1400,1400,115,140,70,0,0,0,0,55,10,10,10,100,10,50,0,0,0,60,-1,0,11,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,35,-1,-1,-1,20,0,0,0
501,93,0,1,果心,日本忍者,0,12,0,650,650,0,0,90,0,-1,-1,0,10,0,0,0,0,10,0,0,0,0,3,0,0,0,1,1400,1400,115,140,70,0,0,0,0,55,10,10,10,100,10,50,0,0,0,60,-1,0,11,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,35,-1,-1,-1,20,0,0,0
502,93,0,1,加藤段??,日本忍者,0,12,0,650,650,0,0,90,0,-1,-1,0,10,0,0,0,0,10,0,0,0,0,3,0,0,0,1,1400,1400,115,140,70,0,0,0,0,55,10,10,10,100,10,50,0,0,0,60,-1,0,11,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,35,-1,-1,-1,20,0,0,0
503,93,0,1,唐澤玄蕃,日本忍者,0,12,0,650,650,0,0,90,0,-1,-1,0,10,0,0,0,0,10,0,0,0,0,3,0,0,0,1,1400,1400,115,140,70,0,0,0,0,55,10,10,10,100,10,50,0,0,0,60,-1,0,11,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,35,-1,-1,-1,20,0,0,0
504,93,0,1,杉谷善住,日本忍者,0,12,0,650,650,0,0,90,0,-1,-1,0,10,0,0,0,0,10,0,0,0,0,3,0,0,0,1,1400,1400,115,140,70,0,0,0,0,55,10,10,10,100,10,50,0,0,0,60,-1,0,11,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,35,-1,-1,-1,20,0,0,0
505,93,0,1,高羽兵衛,日本忍者,0,12,0,650,650,0,0,90,0,-1,-1,0,10,0,0,0,0,10,0,0,0,0,3,0,0,0,1,1400,1400,115,140,70,0,0,0,0,55,10,10,10,100,10,50,0,0,0,60,-1,0,11,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,35,-1,-1,-1,20,0,0,0
506,93,0,1,柘植清??,日本忍者,0,12,0,650,650,0,0,90,0,-1,-1,0,10,0,0,0,0,10,0,0,0,0,3,0,0,0,1,1400,1400,115,140,70,0,0,0,0,55,10,10,10,100,10,50,0,0,0,60,-1,0,11,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,35,-1,-1,-1,20,0,0,0
507,93,0,1,服部半藏,日本忍者,0,12,0,650,650,0,0,90,0,-1,-1,0,10,0,0,0,0,10,0,0,0,0,3,0,0,0,1,1400,1400,115,140,70,0,0,0,0,55,10,10,10,100,10,50,0,0,0,60,-1,0,11,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,35,-1,-1,-1,20,0,0,0
508,93,0,1,服部保長,日本忍者,0,12,0,650,650,0,0,90,0,-1,-1,0,10,0,0,0,0,10,0,0,0,0,3,0,0,0,1,1400,1400,115,140,70,0,0,0,0,55,10,10,10,100,10,50,0,0,0,60,-1,0,11,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,35,-1,-1,-1,20,0,0,0
509,93,0,1,風魔太郎,日本忍者,0,12,0,650,650,0,0,90,0,-1,-1,0,10,0,0,0,0,10,0,0,0,0,3,0,0,0,1,1400,1400,115,140,70,0,0,0,0,55,10,10,10,100,10,50,0,0,0,60,-1,0,11,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,35,-1,-1,-1,20,0,0,0
510,93,0,1,望月出云,日本忍者,0,12,0,650,650,0,0,90,0,-1,-1,0,10,0,0,0,0,10,0,0,0,0,3,0,0,0,1,1400,1400,115,140,70,0,0,0,0,55,10,10,10,100,10,50,0,0,0,60,-1,0,11,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,35,-1,-1,-1,20,0,0,0
511,93,0,1,百地丹波,日本忍者,0,12,0,650,650,0,0,90,0,-1,-1,0,10,0,0,0,0,10,0,0,0,0,3,0,0,0,1,1400,1400,115,140,70,0,0,0,0,55,10,10,10,100,10,50,0,0,0,60,-1,0,11,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,35,-1,-1,-1,20,0,0,0
512,93,0,1,山中俊房,日本忍者,0,12,0,650,650,0,0,90,0,-1,-1,0,10,0,0,0,0,10,0,0,0,0,3,0,0,0,1,1400,1400,115,140,70,0,0,0,0,55,10,10,10,100,10,50,0,0,0,60,-1,0,11,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,35,-1,-1,-1,20,0,0,0
513,93,0,1,猿飛佐助,日本忍者,0,12,0,650,650,0,0,90,0,-1,-1,0,10,0,0,0,0,10,0,0,0,0,3,0,0,0,1,1400,1400,115,140,70,0,0,0,0,55,10,10,10,100,10,50,0,0,0,60,-1,0,11,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,35,-1,-1,-1,20,0,0,0
514,93,0,1,霧隱才藏,日本忍者,0,12,0,650,650,0,0,90,0,-1,-1,0,10,0,0,0,0,10,0,0,0,0,3,0,0,0,1,1400,1400,115,140,70,0,0,0,0,55,10,10,10,100,10,50,0,0,0,60,-1,0,11,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,35,-1,-1,-1,20,0,0,0
515,93,0,1,??珍,日本忍者,0,12,0,650,650,0,0,90,0,-1,-1,0,10,0,0,0,0,10,0,0,0,0,3,0,0,0,1,1400,1400,115,140,70,0,0,0,0,55,10,10,10,100,10,50,0,0,0,60,-1,0,11,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,35,-1,-1,-1,20,0,0,0
